"id","type","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
45,1,2.35978e-06,9.86695e-06,0,1.24873e-09,3.39242e-10,0,0.0005,-0.00276468,-0.018965,-0.00422623,0.000636904,0.000452357,-4.97566e-05
83,1,0.00015214,-1.75286e-05,0,4.62914e-10,1.38263e-09,0,0.00046,-0.21778,-0.839113,-0.379577,0.000861218,0.00131195,-1.5404e-05
48,1,0.000159869,9.52706e-06,0,-1.48354e-09,2.78872e-09,0,0.0005,0.250746,0.742807,0.40762,0.0016758,0.000934861,1.99029e-05
19,1,0.000173332,1.08099e-05,0,-4.10136e-09,1.53464e-09,0,0.00054,-0.00343978,-0.812704,-0.356318,0.00250372,0.000460594,-6.70462e-06
90,1,0.000343244,-2.00569e-05,0,-1.24808e-09,1.21172e-09,0,0.00044,-0.203463,-0.0520421,-0.0176271,0.002687,0.00136952,3.54547e-05
41,1,0.000338303,6.56635e-06,0,-5.71103e-09,-2.22337e-09,0,0.0005,0.300423,0.0201304,0.0472761,0.00347155,0.00110033,-3.72737e-05
89,1,0.000320591,3.13493e-05,0,-4.70247e-09,-2.4162e-10,0,0.00044,-0.0565271,0.13732,0.0493735,0.00422392,0.00154118,-1.5437e-06
4,1,0.000308841,-4.20349e-06,0,-1.08385e-08,-6.90429e-10,0,0.00058,0.0308877,-0.227061,-0.079922,0.00429006,0.000535082,-1.32742e-05
27,1,0.000300494,2.61717e-05,0,-7.64991e-09,-2.11614e-09,0,0.00052,-0.156831,-0.0753833,-0.0887325,0.00508324,0.00141838,3.7231e-06
29,1,0.000304009,4.38726e-05,0,-9.14715e-09,-2.50492e-09,0,0.00052,0.111975,0.258369,0.197317,0.0053373,0.00048667,-1.24497e-05
28,1,0.00034934,-1.08597e-05,0,-8.35524e-09,3.56214e-10,0,0.00052,0.0117716,0.147897,0.113287,0.00607935,0.00125228,-2.96738e-05
75,1,0.000216538,-2.69886e-05,0,-4.35725e-09,4.34808e-10,0,0.00046,0.00524357,-0.318469,-0.462658,0.00622583,0.000368708,-3.73089e-05
34,1,0.000352748,1.51962e-05,0,-8.24258e-09,-1.32499e-09,0,0.00052,-0.0682829,-0.143666,-0.0509656,0.00704868,0.00135544,-1.66342e-05
54,1,0.000170672,-4.99238e-06,0,-2.97392e-09,-3.08068e-10,0,0.0005,0.00392819,0.628231,-0.356653,0.00716702,0.0004316,3.04549e-05
46,1,0.00015121,-1.3412e-05,0,-1.737e-09,1.22984e-09,0,0.0005,0.003671,-0.885543,-0.351078,0.00814756,0.000393909,4.04467e-05
68,1,0.000355351,1.7001e-05,0,-5.18249e-09,8.86057e-10,0,0.00048,0.13737,0.163575,-0.0535493,0.00798809,0.00123057,-2.23732e-05
42,1,0.000172902,-6.34204e-05,0,2.2112e-09,-2.18287e-09,0,0.0005,0.0895993,0.947051,0.247257,0.0089771,0.000871213,5.09221e-06
74,1,0.00024879,2.12409e-05,0,4.74527e-09,1.56274e-09,0,0.00046,0.00136908,-1.26607,-0.57681,0.00979794,0.000429861,-1.20537e-05
80,1,0.000175035,-6.77714e-05,0,4.13112e-09,-2.82053e-09,0,0.00046,0.195758,-0.811026,-0.310804,0.00969702,0.00143804,1.80717e-05
52,1,0.000235656,4.32541e-05,0,9.00078e-09,8.70256e-10,0,0.0005,-0.357725,0.826154,0.55153,0.0104761,0.00107514,3.91278e-05
60,1,0.000231346,3.0526e-05,0,6.61535e-09,-1.15161e-10,0,0.00048,0.00164563,-0.365247,-0.541398,0.0109966,0.000368061,-3.28708e-05
91,1,0.000317387,1.3043e-05,0,4.19618e-09,9.35415e-10,0,0.00044,-0.152124,0.182982,0.337454,0.0114195,0.00103718,3.24564e-05
38,1,0.000335782,-1.231e-05,0,3.66001e-09,3.68618e-09,0,0.0005,0.100751,-0.228137,-0.0960029,0.0121463,0.00152505,2.40231e-05
6,1,0.000236629,-2.30481e-05,0,1.06317e-08,2.33371e-09,0,0.00056,0.00136625,-0.0425169,-0.437241,0.012067,0.000482665,3.75182e-05
16,1,0.000227867,-1.6858e-05,0,8.45008e-09,-1.15089e-09,0,0.00054,0.0897929,0.0473735,0.4436,0.0130849,0.000497912,-2.76781e-05
78,1,0.00035287,-4.26344e-05,0,3.9047e-09,-1.45049e-09,0,0.00046,-0.113368,0.257954,0.0023811,0.013047,0.00147409,2.18197e-05
3,1,0.000386545,3.11468e-06,0,1.04079e-08,-4.30228e-09,0,0.00058,-0.0112738,-0.202496,0.0944861,0.0140328,0.00139937,-1.82355e-06
59,1,0.000220217,1.26799e-07,0,4.81799e-09,-1.09542e-09,0,0.00048,0.0055257,-0.0630629,-0.484337,0.01403,0.000416749,-3.96086e-06
71,1,0.000430332,9.61241e-05,0,6.5786e-09,7.89304e-10,0,0.00048,0.0139256,0.258499,0.0886126,0.0149226,0.00101693,-2.02466e-06
67,1,0.000246037,-1.87333e-05,0,3.17705e-09,-4.76312e-10,0,0.00048,0.00218625,-0.287546,-0.600937,0.0154004,0.000370162,1.3181e-05
26,1,0.000394418,0.000137013,0,7.78959e-09,2.50404e-09,0,0.00052,0.00478899,-0.236716,0.0390606,0.0158124,0.00137105,-4.92787e-05
10,1,0.000242891,7.84138e-06,0,3.51229e-09,-1.13407e-09,0,0.00056,0.000362673,0.213602,-0.399967,0.0163789,0.00051383,-2.65834e-05
33,1,0.000155825,0.000130337,0,2.58333e-09,-3.362e-10,0,0.00052,0.0988284,-0.14453,-0.417983,0.0171702,0.0011586,-4.32784e-06
53,1,5.5027e-06,-7.39162e-07,0,5.70792e-10,-7.5265e-10,0,0.0005,0.00422728,0.029097,0.00731843,0.017819,0.000479342,-4.85386e-05
15,1,0.00017015,-4.83003e-06,0,3.81443e-09,-2.00212e-09,0,0.00054,-0.0172185,-0.0256721,-0.28732,0.0189053,0.00129904,1.95463e-05
14,1,7.03718e-06,3.44313e-06,0,9.34915e-10,-7.35534e-10,0,0.00054,0.00367511,-0.0218953,-0.0259725,0.018787,0.000399519,-7.12572e-06
72,1,1.31887e-06,1.43638e-06,0,5.26952e-10,-7.77829e-11,0,0.00048,0.0116631,0.0209404,0.0141392,0.0197245,0.000435669,1.69816e-05
57,1,0.000164112,-2.71067e-05,0,2.30399e-09,-4.9352e-10,0,0.0005,0.0956813,0.561882,-0.339786,0.0199287,0.00136629,3.21045e-05
50,1,0.000328009,-6.09939e-05,0,1.18664e-09,1.99352e-09,0,0.0005,-0.105108,-0.0599504,-0.00141649,0.00116732,0.00214932,-4.9345e-05
86,1,0.000313748,-4.43716e-05,0,-9.85204e-11,1.31998e-09,0,0.00044,0.11472,0.111381,0.0275911,0.000990338,0.0029634,-2.11247e-06
2,1,0.000324744,-6.4112e-05,0,3.97167e-09,-7.86956e-10,0,0.00058,0.0750397,0.0380844,0.00916139,0.000201541,0.00238024,1.88296e-05
8,1,0.000308535,-3.26499e-05,0,-2.87009e-09,8.0697e-09,0,0.00056,-0.0750482,-0.0899637,0.00715748,0.00192855,0.00282537,2.40593e-05
39,1,0.000341213,-4.00399e-05,0,9.17818e-10,3.77166e-09,0,0.0005,0.0898801,0.0814672,0.0567683,0.0019875,0.00181784,6.72355e-06
81,1,0.000318064,-2.39602e-06,0,-2.47428e-09,5.08306e-09,0,0.00046,0.144564,0.0806854,0.05785,0.00275666,0.00235563,1.72248e-05
88,1,0.000301606,-1.1812e-05,0,2.06616e-11,3.91804e-09,0,0.00044,-0.0420784,0.0277525,0.103102,0.00344042,0.00301178,-4.19173e-06
69,1,0.000321941,1.85908e-05,0,-5.2434e-09,2.72197e-09,0,0.00048,0.0541633,-0.12998,-0.00763964,0.00359304,0.00212156,3.70504e-05
7,1,0.000332805,1.30864e-05,0,-1.24732e-08,1.1249e-09,0,0.00056,0.159033,0.175697,-0.044452,0.00456093,0.00241616,3.74342e-05
25,1,0.000349342,3.6328e-06,0,-1.00927e-08,-1.35712e-09,0,0.00052,0.058279,-0.00632972,0.00273755,0.00538141,0.00306093,-4.25165e-05
22,1,0.000335165,-1.16584e-05,0,-1.01388e-08,-6.50247e-10,0,0.00054,-0.0147474,-0.103024,-0.0417558,0.00577193,0.00218186,1.87838e-05
58,1,0.000344791,-3.35423e-06,0,-8.45932e-09,-9.09726e-10,0,0.0005,-0.14118,-0.000924892,-0.0227095,0.0063781,0.00302001,-3.26099e-05
65,1,0.000351201,7.33721e-08,0,-6.893e-09,-2.55773e-10,0,0.00048,0.0937496,0.11769,0.0492414,0.0067352,0.00221163,-2.11042e-05
13,1,0.000350793,7.47968e-06,0,-1.01712e-08,-9.28323e-10,0,0.00054,0.149894,0.0093364,0.0232362,0.00737398,0.00302667,-2.03403e-05
24,1,0.000363186,1.6554e-05,0,-9.44882e-09,-7.69296e-10,0,0.00052,-0.135925,-0.101302,0.012834,0.00767103,0.00208586,2.94528e-05
73,1,0.000358582,1.18427e-05,0,-5.48463e-09,-1.51453e-09,0,0.00046,0.0120394,0.00698395,-0.00489628,0.00837575,0.00263702,6.56493e-06
66,1,0.000352896,8.72546e-06,0,-2.30998e-09,-1.85862e-09,0,0.00048,-0.00105587,-0.0510941,0.0632739,0.0086625,0.00178146,4.63423e-05
1,1,0.000354015,1.5218e-05,0,-8.612e-09,-3.97559e-09,0,0.00058,-0.0320302,-0.0256014,0.022047,0.00912662,0.00324366,1.15215e-05
20,1,0.000345269,5.2483e-06,0,-1.25922e-09,-4.58895e-09,0,0.00054,0.0221653,0.0592031,-0.0552722,0.00943737,0.00229533,-2.66714e-05
35,1,0.000340251,8.36656e-06,0,-4.86172e-09,-7.203e-10,0,0.00052,-0.00942082,0.0348788,-0.0511255,0.0101038,0.00308575,2.4953e-06
47,1,0.000340014,2.15994e-05,0,4.13967e-10,1.09542e-09,0,0.0005,0.0169321,-0.0630575,0.0818846,0.0104089,0.00222054,4.33922e-05
93,1,0.00033398,-8.94132e-06,0,-8.86875e-10,3.08881e-10,0,0.00042,-0.0495297,0.0388113,-0.110711,0.0110641,0.00284276,4.12499e-05
32,1,0.000299185,-7.56181e-06,0,1.38591e-09,1.42104e-09,0,0.00052,0.0698104,0.0159906,-0.203769,0.0111857,0.00180098,-4.71808e-05
23,1,0.000343419,-2.59977e-05,0,2.09956e-09,2.72357e-09,0,0.00054,-0.0381135,0.00940249,0.0747479,0.0118867,0.00246084,3.27854e-05
44,1,0.000311072,-3.17892e-06,0,6.0746e-10,-2.45366e-09,0,0.0005,-0.450466,0.307162,-0.0285759,0.0133029,0.00254364,-4.01526e-05
63,1,0.000315755,1.22215e-06,0,6.1967e-10,8.70696e-10,0,0.00048,0.0415351,-0.0147793,0.0272806,0.0125838,0.00305679,-2.48084e-05
55,1,0.000313574,1.57758e-05,0,2.26455e-09,-2.94259e-09,0,0.0005,-0.0553972,-0.205532,0.0724865,0.0141895,0.00236574,-4.78087e-05
