"id","type","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
10,1,0.000231085,-3.03575e-05,0,-1.45005e-08,-4.94233e-09,0,0.00056,-8.30451e-05,-0.0821062,-0.425533,0.00130091,0.000495341,-2.65834e-05
38,1,0.000341509,1.58106e-05,0,-2.20319e-08,-1.70597e-08,0,0.0005,0.0647514,0.0260479,0.207327,0.000647218,0.00122071,2.40231e-05
67,1,0.000308652,3.39239e-05,0,-4.2175e-08,-2.80318e-09,0,0.00048,-0.0480399,-0.0062514,-0.290963,6.71886e-05,0.000450275,1.3181e-05
78,1,0.000222149,-2.0521e-05,0,-4.51544e-09,-6.91676e-09,0,0.00046,0.0702753,0.0720277,-0.109634,0.00176359,0.00137628,2.18197e-05
53,1,0.000214224,2.8088e-05,0,-2.26443e-09,-6.5669e-10,0,0.0005,-0.334017,0.274776,0.207429,0.00234755,0.000652161,-4.85386e-05
14,1,0.000162318,-8.03094e-06,0,-6.76961e-09,-6.05986e-09,0,0.00054,-0.00559236,-0.193268,-0.309443,0.00334147,0.000459206,-7.12572e-06
71,1,0.000296637,-5.62481e-05,0,-5.93437e-09,-3.23855e-09,0,0.00048,-0.0395692,0.0663705,0.0162696,0.00364568,0.00132775,-2.02466e-06
72,1,0.000478027,1.21886e-05,0,0,0,0,0.00048,5.35919,114.495,-0.835148,0.00447,0.00054916,1.69816e-05
33,1,0.000320507,-7.70515e-07,0,-6.6812e-09,-3.32819e-08,0,0.00052,-0.0266388,0.0380603,0.151297,0.00526266,0.00135926,-4.32784e-06
45,1,0.000320132,3.7138e-05,0,-6.4348e-09,-2.91704e-09,0,0.0005,-0.0143923,-0.0329728,-0.0671003,0.00616438,0.00132472,-4.97566e-05
48,1,0.000136461,1.05773e-05,0,-8.7246e-09,-4.568e-10,0,0.0005,0.00698593,0.0469627,-0.312176,0.00623458,0.000430236,1.99029e-05
15,1,0.000332421,2.24471e-05,0,4.61901e-10,-2.51762e-08,0,0.00054,0.0158694,0.0264656,0.0152538,0.00709366,0.00152211,1.95463e-05
19,1,0.000127325,-6.3243e-06,0,-3.31791e-09,-8.61741e-09,0,0.00054,0.00126792,-0.0415182,0.249117,0.00722086,0.00050203,-6.70462e-06
57,1,0.000332515,4.79309e-05,0,1.07603e-08,-1.43064e-08,0,0.0005,0.000934349,-0.0260305,0.0413792,0.00803699,0.00148179,3.21045e-05
4,1,0.000130527,-1.81372e-05,0,1.02637e-09,-3.11817e-08,0,0.00058,-0.000431405,0.0384815,-0.25,0.00828428,0.000538247,-1.32742e-05
83,1,0.000279113,5.44937e-05,0,1.32891e-08,6.25083e-09,0,0.00046,-0.0689029,0.031341,-0.0315101,0.008955,0.00134904,-1.5404e-05
39,1,0.000221294,4.40845e-06,0,1.82433e-08,1.81347e-08,0,0.0005,-0.0407681,-0.00163607,-0.114155,0.00987217,0.00116553,6.72355e-06
29,1,0.000158407,2.67222e-05,0,1.76844e-08,1.27375e-08,0,0.00052,0.00536196,-0.0481643,0.0148559,0.0092741,0.000433431,-1.24497e-05
75,1,0.00010206,-3.33641e-05,0,6.5028e-09,6.64314e-09,0,0.00046,0.00846706,0.0625613,-0.207983,0.0102342,0.000382338,-3.73089e-05
90,1,0.00022101,-6.01476e-05,0,1.36721e-08,3.17051e-08,0,0.00044,0.00194278,-0.00378866,-0.0268034,0.0107039,0.00131657,3.54547e-05
41,1,0.000207352,-5.84348e-06,0,2.37615e-08,6.66625e-09,0,0.0005,0.0633809,0.0076132,0.139808,0.0115359,0.00138553,-3.72737e-05
54,1,0.000131261,1.40112e-05,0,-1.09897e-08,6.72216e-09,0,0.0005,0.00108976,0.151589,-0.298628,0.011173,0.000480525,3.04549e-05
89,1,0.000215596,4.60335e-05,0,1.00736e-08,-1.46077e-08,0,0.00044,-0.0104436,-0.0201811,-0.0230966,0.0123454,0.00121257,-1.5437e-06
46,1,0.000100461,2.04668e-05,0,2.00785e-08,-9.28961e-09,0,0.0005,0.00510554,0.164633,-0.23459,0.0123446,0.000401009,4.04467e-05
27,1,0.000206998,2.28578e-05,0,8.29155e-09,2.76062e-09,0,0.00052,0.00391986,0.0153504,-0.0619284,0.0131711,0.00125553,3.7231e-06
42,1,7.95978e-05,-2.62641e-07,0,4.73137e-09,1.1444e-09,0,0.0005,0.00369132,-0.0743042,-0.19727,0.0133436,0.000409168,5.09221e-06
28,1,0.000197257,4.15555e-05,0,-9.27039e-10,2.98793e-09,0,0.00052,0.0528906,0.00399933,0.0753238,0.0141502,0.00151523,-2.96738e-05
74,1,6.06813e-05,-1.13651e-05,0,1.86944e-09,-8.49965e-10,0,0.00046,0.00613115,0.080284,0.174879,0.0141942,0.000393604,-1.20537e-05
68,1,0.000146177,2.81829e-05,0,-4.13978e-09,3.55603e-09,0,0.00048,0.00180788,-0.0262236,-0.156365,0.0150809,0.00124986,-2.23732e-05
60,1,4.67478e-05,1.91326e-05,0,2.17608e-10,2.13985e-09,0,0.00048,-0.00305878,-0.0733074,-0.0966254,0.0150508,0.000384368,-3.28708e-05
80,1,7.91318e-05,-7.02947e-06,0,-1.25683e-09,3.65496e-09,0,0.00046,-0.038829,0.0489484,0.00685699,0.0157788,0.00083806,1.80717e-05
6,1,4.2928e-05,4.45157e-06,0,-2.73486e-09,9.79563e-10,0,0.00056,0.00530023,-0.0289721,-0.0439827,0.0165633,0.000460132,3.75182e-05
52,1,0.000156915,-5.38198e-06,0,-6.60472e-09,2.14775e-10,0,0.0005,-0.033257,-0.0334266,-0.178051,0.0168412,0.00139738,3.91278e-05
32,1,0.000145587,-4.91181e-05,0,-7.87203e-09,-1.16621e-09,0,0.00052,0.00148028,0.0100802,-0.204282,0.0178362,0.00134637,-4.71808e-05
16,1,2.79688e-05,-7.19796e-06,0,-2.95261e-09,-1.52664e-09,0,0.00054,0.00470371,0.0302755,-0.0216483,0.0175709,0.000445853,-2.76781e-05
59,1,2.96676e-05,4.38538e-06,0,-5.28749e-09,3.81338e-10,0,0.00048,-0.00120865,-0.0343073,-0.0162235,0.0185145,0.000416707,-3.96086e-06
91,1,0.000170847,-0.000179552,0,-1.79839e-08,2.00419e-08,0,0.00044,0.12388,0.10508,-0.543314,0.0192546,0.000796309,3.24564e-05
23,1,0.000281128,-0.000186416,0,-1.73175e-08,1.69363e-08,0,0.00054,-0.0618094,-0.0239463,0.203517,0.0197298,0.00155045,3.27854e-05
165,1,0.000291582,-4.02846e-05,0,-2.17391e-09,-9.19305e-09,0,0.00048,0.00716019,-0.047136,-0.0356527,0.00129341,0.00303565,4.76559e-05
63,1,0.000291219,7.21843e-06,0,-1.26485e-08,-1.18121e-08,0,0.00048,-0.0874341,-0.0561659,-0.0783365,0.00110055,0.00200222,-2.48084e-05
40,1,0.00028602,-7.32287e-05,0,-1.18558e-09,-1.12917e-10,0,0.0005,0.0592845,0.0749378,0.17172,0.000468066,0.0026631,-2.89305e-05
44,1,0.000292795,-4.60444e-05,0,-4.74091e-09,-1.06461e-08,0,0.0005,0.0156852,0.0264857,-0.0125096,0.00194257,0.00238519,-4.01526e-05
55,1,0.000300422,-5.23047e-05,0,-1.1522e-09,-9.93004e-09,0,0.0005,-0.0157583,-0.033979,-0.00198153,0.00282943,0.00277045,-4.78087e-05
3,1,0.000281292,-5.74457e-05,0,-9.70268e-09,-9.63142e-09,0,0.00058,-0.0100894,-0.0294854,-0.00577679,0.00272532,0.00172042,-1.82355e-06
62,1,0.000300859,-5.23358e-05,0,-1.60938e-09,-1.0372e-08,0,0.00048,0.000820405,0.0491262,0.00257507,0.00210862,0.00333148,4.14547e-05
84,1,0.000303074,-5.15324e-05,0,-1.17958e-09,-2.25953e-09,0,0.00044,-0.0188319,0.0394298,-0.00665979,0.00363932,0.00317909,2.35941e-05
31,1,0.000295425,-5.49419e-05,0,1.38319e-09,-6.1689e-09,0,0.00052,0.0219094,0.0219459,-0.00539756,0.00363705,0.00228372,3.24568e-05
