"id","type","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
45,1,-0.041773,-0.0393649,0,0,0,0,0.0005,-0.362042,1.0872,-6.44386,0.000857911,0.00148629,-4.97566e-05
19,1,-0.0158513,-0.0454173,0,0,0,0,0.00054,-1.85281,-0.426702,-44.3764,0.00224306,0.00100883,-6.70462e-06
29,1,0.014126,-0.053739,0,0,0,0,0.00052,0.992491,0.284619,4.8043,0.00442888,0.00104183,-1.24497e-05
75,1,-0.0285059,-0.0918833,0,0,0,0,0.00046,-3.5097,1.7783,-22.8705,0.0057218,0.00124492,-3.73089e-05
46,1,0.00953965,-0.0557041,0,0,0,0,0.0005,0.218261,0.931186,55.6786,0.0073979,0.000585499,4.04467e-05
54,1,-0.0199507,-0.0718693,0,0,0,0,0.0005,-4.0143,-2.62509,-49.4734,0.00682223,0.0014078,3.04549e-05
74,1,0.0148479,-0.0864687,0,0,0,0,0.00046,-1.70435,1.52256,40.3692,0.00886874,0.00106824,-1.20537e-05
60,1,-0.00754563,-0.0906242,0,0,0,0,0.00048,-0.251099,2.65859,-39.0725,0.0111878,0.000551198,-3.28708e-05
6,1,0.00252317,-0.0931304,0,0,0,0,0.00056,-0.233686,0.343257,-0.544504,0.0114166,0.00156645,3.75182e-05
16,1,0.0141385,-0.0820501,0,0,0,0,0.00054,-1.85444,-1.2976,7.21344,0.0123352,0.000937978,-2.76781e-05
59,1,-0.0126037,-0.0942887,0,0,0,0,0.00048,1.29724,-0.0156181,5.3904,0.0134534,0.00124925,-3.96086e-06
67,1,0.0123138,-0.0107047,0,0,0,0,0.00048,-0.767493,0.0685722,42.8839,0.0144194,0.00115382,1.3181e-05
10,1,0.00176751,-0.0805344,0,0,0,0,0.00056,-0.178909,-0.708078,33.0599,0.0158163,0.00127413,-2.65834e-05
14,1,0.0315232,-0.0451018,0,0,0,0,0.00054,-0.717979,2.11596,52.3372,0.0179315,0.00110315,-7.12572e-06
72,1,0,0,0,0,0,0,0.00048,0,0,0,0.0188471,0.0015985,1.69816e-05
83,1,0.00921462,-0.0674001,0,0,0,0,0.00046,3.10496,4.20468,-80.9692,0.000182096,0.00230827,-1.5404e-05
39,1,-0.0397256,-0.053981,0,0,0,0,0.0005,6.3329,-0.912914,7.89935,0.00102143,0.00292229,6.72355e-06
41,1,0.0257243,-0.0289259,0,0,0,0,0.0005,-2.57357,-11.2815,-4.53327,0.00287149,0.00193758,-3.72737e-05
48,1,-0.0230864,-0.0596647,0,-2.26568e-05,-3.94e-05,0,0.0005,-2.08794,1.11678,-38.5515,0.00167156,0.00206357,1.99029e-05
90,1,-0.00576485,-0.0588631,0,3.53011e-06,1.60517e-05,0,0.00044,0.359936,-3.37463,18.1409,0.00231238,0.00274946,3.54547e-05
4,1,0.00613527,-0.0634581,0,0,0,0,0.00058,-2.51403,-1.3058,-47.847,0.00411649,0.00210074,-1.32742e-05
89,1,-0.00841597,-0.0716719,0,0,0,0,0.00044,4.92182,-1.9586,56.8624,0.0036583,0.0030134,-1.5437e-06
28,1,0.0206041,-0.0861538,0,2.6279e-07,-1.93187e-06,0,0.00052,-2.06416,-0.904431,7.22566,0.00513498,0.00253125,-2.96738e-05
34,1,0.00627962,-0.0877762,0,0,0,0,0.00052,0.651998,1.83607,-45.1724,0.00612391,0.00217314,-1.66342e-05
42,1,0.0079987,-0.0897915,0,0,0,0,0.0005,-1.44236,0.609224,0.707992,0.00812691,0.00168305,5.09221e-06
68,1,0.00888666,-0.0867813,0,0,0,0,0.00048,2.33153,-0.448518,-12.1708,0.00732742,0.00225212,-2.23732e-05
24,1,0.0139743,-0.0822177,0,0,0,0,0.00052,-1.98363,0.0188141,-2.50018,0.00672015,0.00304528,2.94528e-05
66,1,0.00557442,-0.0980713,0,0,0,0,0.00048,0.110222,1.57467,-13.6235,0.00797463,0.00319126,4.63423e-05
52,1,0.00448347,-0.0720787,0,0,0,0,0.0005,1.98027,-0.0708335,1.7686,0.00959764,0.00169287,3.91278e-05
80,1,-0.000804636,-0.0730357,0,0,0,0,0.00046,-1.49332,-4.33427,2.7393,0.00885218,0.00232248,1.80717e-05
32,1,0.00182227,-0.0710961,0,1.38643e-06,-8.93341e-06,0,0.00052,-1.24233,2.91936,2.86497,0.00976127,0.00269621,-4.71808e-05
47,1,-0.00109594,-0.0616267,0,0,0,0,0.0005,-1.17516,-0.788896,5.70497,0.00894919,0.00333216,4.33922e-05
91,1,-0.00234412,-0.0934551,0,0,0,0,0.00044,-1.1992,0.35573,6.08776,0.0105128,0.00199793,3.24564e-05
38,1,0.0084301,-0.0872683,0,0,0,0,0.0005,1.89842,2.36435,11.8683,0.0107695,0.00292656,2.40231e-05
78,1,0.00806609,-0.0931332,0,0,0,0,0.00046,0.195897,-2.84488,-20.584,0.0116609,0.00256008,2.18197e-05
3,1,0.0201672,-0.0715435,0,0,0,0,0.00058,3.08717,1.20745,28.2034,0.0125816,0.00207018,-1.82355e-06
26,1,0.00503058,-0.0978997,0,0,0,0,0.00052,-1.31176,-0.349967,15.2778,0.0146208,0.00271471,-4.92787e-05
71,1,0.0260497,-0.101886,0,0,0,0,0.00048,-2.45206,-4.52288,-15.0469,0.0136349,0.00220872,-2.02466e-06
31,1,0.0114696,-0.101296,0,0,0,0,0.00052,1.86314,-5.01345,37.9744,0.013575,0.00320913,3.24568e-05
33,1,-0.00560298,-0.0876376,0,0,0,0,0.00052,2.90998,-0.988455,-68.6697,0.0156101,0.00238885,-4.32784e-06
53,1,-0.00543826,-0.0891879,0,0,0,0,0.0005,-5.17495,8.36614,-18.3675,0.017084,0.0017054,-4.85386e-05
57,1,0.0253163,-0.0885424,0,0,0,0,0.0005,1.97184,-4.66332,-20.8376,0.0181472,0.00262661,3.21045e-05
15,1,0.0253726,-0.0919956,0,0,0,0,0.00054,-0.0170381,3.73131,-0.218585,0.0170247,0.00274503,1.95463e-05
50,1,0.00362107,0.00195395,0,0,0,0,0.0005,1.63531,-2.24964,-40.117,0.0193247,0.00278793,-4.9345e-05
8,1,0.00589417,-0.0687169,0,0,0,0,0.00056,-2.40164,0.12265,46.8232,0.000940159,0.004168,2.40593e-05
81,1,-0.0149749,-0.0688196,0,0,0,0,0.00046,-1.81105,5.831,-70.1496,0.00182727,0.00352436,1.72248e-05
69,1,-0.0154589,-0.0800383,0,1.91266e-05,2.33483e-05,0,0.00048,-2.16024,0.234822,-29.0051,0.00286724,0.00348309,3.70504e-05
88,1,-0.00667915,-0.0748826,0,0,0,0,0.00044,5.29288,-4.62738,37.6297,0.00236988,0.00425776,-4.19173e-06
27,1,0.00327805,-0.0974129,0,-2.6279e-07,1.93187e-06,0,0.00052,1.56779,0.896477,13.0774,0.00454911,0.00338973,3.7231e-06
7,1,-0.00136145,-0.0968838,0,1.18428e-07,-9.33697e-07,0,0.00056,1.24059,-2.60455,-3.58166,0.00369042,0.00412744,3.74342e-05
22,1,-0.000617358,-0.0967223,0,5.94259e-07,-1.82946e-07,0,0.00054,0.628744,9.29335,-1.73955,0.00475909,0.00442928,1.87838e-05
65,1,0.0150199,-0.0703341,0,0,0,0,0.00048,4.27224,-2.00395,100.417,0.00560492,0.00383215,-2.11042e-05
