"id","type","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
45,1,0.00018475,-4.0198e-06,0,-1.34854e-09,2.7833e-10,0,0.0005,8.90638e-06,0.0572286,-0.398707,0.00118532,0.00044689,-4.97566e-05
57,1,0.000347876,4.42387e-05,0,-1.43264e-09,-7.57316e-10,0,0.0005,-0.0191625,3.49934e-05,0.0523011,0.000885606,0.00132129,3.21045e-05
72,1,0.000186421,-3.20201e-05,0,-9.71319e-10,-5.64187e-11,0,0.00048,0.000493364,-0.066907,-0.417228,0.000251434,0.000415856,1.69816e-05
83,1,0.000355837,6.24698e-05,0,-1.58431e-09,-3.26407e-09,0,0.00046,0.00506163,0.00351973,-0.0214375,0.001802,0.00127215,-1.5404e-05
48,1,0.000177731,-4.81703e-06,0,-3.17787e-09,-2.4421e-09,0,0.0005,0.00160641,-0.0272524,-0.378699,0.0021393,0.000440525,1.99029e-05
19,1,0.000135864,-2.67564e-06,0,5.64462e-09,-2.59225e-09,0,0.00054,-0.00673327,0.10121,-0.256872,0.00332781,0.000469406,-6.70462e-06
39,1,0.000305087,6.86098e-05,0,5.79416e-09,-4.87927e-09,0,0.0005,-0.0492461,-0.0104998,-0.132428,0.00280306,0.00129183,6.72355e-06
90,1,0.000293788,-1.46052e-05,0,4.06795e-09,-1.49907e-09,0,0.00044,0.0636427,0.0102104,-0.0115372,0.00365125,0.00134451,3.54547e-05
41,1,0.000289008,1.32636e-05,0,3.99748e-09,1.23847e-09,0,0.0005,0.000221111,0.00477127,0.0186558,0.00448454,0.00147543,-3.72737e-05
4,1,0.000142268,-8.80238e-06,0,4.97766e-09,2.58003e-09,0,0.00058,-0.00038803,-0.00430466,-0.266745,0.0047586,0.000518553,-1.32742e-05
89,1,0.000280278,1.18854e-06,0,4.37725e-10,1.67323e-09,0,0.00044,-0.000733394,-0.00560706,-0.0593568,0.00538934,0.00147944,-1.5437e-06
27,1,0.000275129,-1.7572e-05,0,-3.0636e-10,-1.08157e-10,0,0.00052,-0.00804341,0.0109856,0.0228164,0.00629962,0.00138747,3.7231e-06
29,1,0.000118053,2.09692e-05,0,-1.18556e-09,-1.71679e-09,0,0.00052,5.9588e-05,-0.0158142,-0.192963,0.00583817,0.000492374,-1.24497e-05
75,1,0.000129499,3.40518e-05,0,4.92588e-10,6.12213e-10,0,0.00046,-0.000520369,0.0436018,-0.289133,0.00679402,0.000418323,-3.73089e-05
28,1,0.000252249,7.06809e-06,0,9.95366e-10,3.89282e-10,0,0.00052,0.0177995,-0.0093396,0.00462126,0.00727517,0.0012172,-2.96738e-05
34,1,0.000263251,-1.4155e-05,0,9.68568e-10,-4.51956e-10,0,0.00052,-0.0139776,0.0119507,-0.0262362,0.00826742,0.00125987,-1.66342e-05
54,1,0.000128411,-3.69325e-06,0,8.5696e-10,7.85338e-11,0,0.0005,-0.00021657,-0.0337505,-0.241254,0.00774969,0.000423128,3.04549e-05
46,1,0.000122909,-8.99317e-06,0,2.51583e-10,-8.83077e-10,0,0.0005,0.000117573,0.00127626,-0.242897,0.00871286,0.000400432,4.04467e-05
68,1,0.000261105,-6.62973e-05,0,1.2589e-09,-2.17914e-09,0,0.00048,0.000351962,-0.00811537,-0.106216,0.0092177,0.00111771,-2.23732e-05
42,1,0.00028624,3.04513e-05,0,9.0793e-09,3.18513e-09,0,0.0005,0.39944,-0.299282,0.317598,0.00996724,0.000544592,5.09221e-06
80,1,0.00040704,-2.97888e-05,0,4.06559e-09,3.51245e-09,0,0.00046,-0.0271599,-0.0218534,0.120691,0.0107323,0.00127972,1.80717e-05
74,1,0.00023821,-3.05677e-05,0,6.69382e-09,2.47189e-09,0,0.00046,-0.00505989,0.266579,-0.517128,0.0108819,0.000417267,-1.20537e-05
52,1,0.000410099,1.73959e-05,0,-2.00558e-09,1.32182e-09,0,0.0005,0.0987691,0.0158625,0.0297725,0.0116551,0.00131152,3.91278e-05
60,1,0.000220154,-8.13864e-06,0,-7.44533e-09,2.86886e-10,0,0.00048,0.000719974,-0.56055,-0.496553,0.0118235,0.000422336,-3.28708e-05
91,1,0.000525718,4.76615e-05,0,7.47116e-10,-1.50875e-09,0,0.00044,0.0367184,-0.105783,-0.0574005,0.0127655,0.00122676,3.24564e-05
6,1,0.000238629,2.51217e-06,0,6.76203e-09,-7.39948e-10,0,0.00056,-0.000739925,-0.130694,-0.524346,0.012862,0.000424778,3.75182e-05
38,1,0.000465015,0.000128153,0,7.06296e-10,-6.23961e-09,0,0.0005,-0.110107,0.0541987,0.258281,0.01358,0.0016174,2.40231e-05
16,1,0.000238416,-6.47199e-07,0,4.17955e-09,-1.21181e-09,0,0.00054,0.122632,0.140048,0.470615,0.0138909,0.000503218,-2.76781e-05
78,1,0.000427585,8.72418e-05,0,2.75144e-09,7.80017e-09,0,0.00046,-9.24587,1.83916,-0.37004,0.0144877,0.00143364,2.18197e-05
59,1,0.000238532,5.98837e-06,0,1.39525e-09,1.18411e-09,0,0.00048,-0.0139702,-0.154811,-0.515409,0.014854,0.000452008,-3.96086e-06
3,1,0.000363352,-9.12058e-05,0,1.14952e-09,2.94092e-09,0,0.00058,-0.0533349,0.022667,0.136719,0.0154747,0.00123565,-1.82355e-06
71,1,0.000345741,-1.39849e-06,0,1.59565e-10,4.31309e-10,0,0.00048,-0.0170235,-0.0172369,0.0342552,0.0164402,0.00111746,-2.02466e-06
67,1,0.000180486,2.17136e-05,0,7.10279e-10,1.24233e-10,0,0.00048,0.000354024,-0.0361658,-0.444147,0.0161956,0.000354274,1.3181e-05
26,1,0.00033816,-2.40395e-06,0,-8.26732e-10,1.18503e-09,0,0.00052,0.00503907,0.00956598,-0.00767997,0.017211,0.00157492,-4.92787e-05
10,1,0.00022545,-2.19306e-05,0,7.05587e-09,5.41113e-09,0,0.00056,-0.00272067,0.0331232,-0.200794,0.0172111,0.000517484,-2.65834e-05
33,1,0.00035071,2.84847e-07,0,-5.09917e-10,-3.12207e-11,0,0.00052,0.00458772,-0.00330311,0.0287921,0.0182029,0.0013494,-4.32784e-06
53,1,0.000189769,-9.07755e-06,0,4.98366e-10,-5.53776e-10,0,0.0005,-0.00138387,-0.0295578,-0.390873,0.0182344,0.000423297,-4.85386e-05
15,1,0.000342218,-2.60516e-06,0,-1.49278e-09,-3.22266e-10,0,0.00054,0.0238165,1.04006e-05,0.0490871,0.0198889,0.00126943,1.95463e-05
14,1,0.000192113,4.61828e-05,0,-1.02011e-09,-4.10728e-10,0,0.00054,-0.000844668,0.0314929,-0.358179,0.0192474,0.000485298,-7.12572e-06
2,1,0.000331406,2.70688e-05,0,2.77041e-09,-7.20824e-09,0,0.00058,-0.00280504,-0.0345364,0.0241059,0.00136291,0.00236099,1.88296e-05
36,1,0.000329362,1.69479e-05,0,4.62952e-10,-1.44961e-09,0,0.00052,-0.00544248,0.0354241,-0.00460297,0.00036315,0.0021179,-6.697e-06
