"id","type","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
14,1,1.66422e-05,5.6535e-06,0,8.59982e-11,1.37717e-10,0,0.00054,0.000111563,-0.0125152,-0.02661,0.00094226,0.000474263,-7.12572e-06
33,1,3.4167e-05,1.0484e-05,0,1.799e-10,2.69613e-10,0,0.00052,0.00258133,-0.000323582,0.00032421,0.000705565,0.00137108,-4.32784e-06
72,1,8.27659e-06,1.57371e-07,0,5.72195e-11,9.65628e-11,0,0.00048,-0.00028055,0.0132634,-8.90549e-05,0.00184205,0.000392408,1.69816e-05
15,1,1.89292e-05,5.40716e-06,0,2.18837e-10,3.52043e-10,0,0.00054,0.00555718,-0.00272806,-0.0112465,0.0022364,0.00126611,1.95463e-05
45,1,7.46256e-06,9.97878e-07,0,6.80341e-11,1.12248e-10,0,0.0005,0.000872662,-0.0114969,-0.00640359,0.00274292,0.000445775,-4.97566e-05
57,1,1.71782e-05,3.47387e-06,0,1.56093e-10,2.78751e-10,0,0.0005,-0.00627697,0.00188592,-0.00639251,0.00322608,0.00133169,3.21045e-05
48,1,7.55525e-06,1.09082e-06,0,7.66445e-11,1.29258e-10,0,0.0005,-0.000660103,0.0121261,-0.00492119,0.00366046,0.000453237,1.99029e-05
83,1,1.38099e-05,1.64066e-06,0,8.57307e-11,1.96333e-10,0,0.00046,0.00821434,-0.00125344,-0.001841,0.00411583,0.00123234,-1.5404e-05
19,1,7.65855e-06,-1.62712e-06,0,1.25203e-10,1.44023e-10,0,0.00054,0.00123331,-0.0117305,-0.011147,0.00464046,0.000458694,-6.70462e-06
39,1,1.41985e-05,-2.3046e-06,0,1.29008e-10,1.9865e-10,0,0.0005,-0.014399,-0.00353449,0.00115428,0.00518464,0.00123703,6.72355e-06
4,1,7.9515e-06,-5.01246e-07,0,1.65081e-10,1.89852e-10,0,0.00058,0.000360581,0.0148755,-0.00716888,0.00585706,0.000532025,-1.32742e-05
90,1,2.03991e-05,-4.31972e-06,0,9.65938e-11,2.49861e-10,0,0.00044,0.0150963,0.00212752,-0.0159852,0.00590238,0.00164819,3.54547e-05
41,1,1.81663e-05,-7.55117e-06,0,1.2636e-10,2.23539e-10,0,0.0005,0.00383353,-0.00593753,-0.00478041,0.00668338,0.00140896,-3.72737e-05
29,1,7.29123e-06,-3.82938e-06,0,8.32731e-11,9.42515e-11,0,0.00052,1.38457e-05,-0.0162256,-0.0086385,0.00688159,0.000450603,-1.24497e-05
89,1,1.56515e-05,-9.3338e-06,0,9.74747e-11,9.08931e-11,0,0.00044,-0.00720249,0.00872721,-0.00731289,0.00747127,0.00113959,-1.5437e-06
27,1,1.74062e-05,-7.9765e-06,0,1.88525e-10,1.99752e-10,0,0.00052,0.0110849,-0.0066458,0.00589867,0.00830374,0.00132907,3.7231e-06
75,1,7.13463e-06,-5.53326e-06,0,8.33684e-11,3.41185e-11,0,0.00046,-0.00201488,0.0188114,-0.00537229,0.00781232,0.000396392,-3.73089e-05
54,1,1.27768e-05,-2.68893e-06,0,2.61885e-10,1.29448e-10,0,0.0005,0.000207064,-0.0180444,-0.000615529,0.00872696,0.000454671,3.04549e-05
