"id","type","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
45,1,1.35006e-06,1.13608e-07,0,-2.52599e-09,-8.59539e-10,0,0.0005,0.00134038,0.000161292,-0.00213174,0.000390429,0.000381703,-4.97566e-05
48,1,3.40181e-06,-5.47829e-07,0,-4.89696e-09,-1.73214e-09,0,0.0005,0.0227194,0.0156228,0.000551049,0.00112445,0.000898359,1.99029e-05
83,1,4.01292e-06,6.81831e-07,0,-4.18906e-09,-2.07809e-09,0,0.00046,-0.00236011,-0.0124182,-0.00385144,0.000248879,0.0012155,-1.5404e-05
19,1,2.60436e-06,-2.97827e-07,0,-4.39122e-09,-7.58717e-10,0,0.00054,0.00571237,-0.036246,-0.00390501,0.00195266,0.00044213,-6.70462e-06
41,1,4.61822e-06,-1.24511e-06,0,-5.89461e-09,-1.78831e-09,0,0.0005,-0.0488789,0.00900136,0.00135858,0.00261143,0.00107966,-3.72737e-05
90,1,5.22498e-06,-8.62924e-07,0,-4.01971e-09,-3.17062e-10,0,0.00044,0.0149641,0.0197285,-0.00015327,0.00183028,0.0015028,3.54547e-05
89,1,4.41604e-06,1.40451e-07,0,-5.03089e-09,-1.32777e-09,0,0.00044,-0.0288474,-0.0758904,-0.00341581,0.00332313,0.001474,-1.5437e-06
29,1,1.70014e-06,9.39978e-07,0,-2.52507e-09,-1.71061e-09,0,0.00052,-0.0044136,0.262212,-0.00324395,0.00475494,0.000412408,-1.24497e-05
4,1,2.10708e-06,-2.08466e-07,0,-6.26782e-09,-1.32751e-09,0,0.00058,0.0114121,0.0215451,-0.00295627,0.00353732,0.000533417,-1.32742e-05
27,1,4.2404e-06,-2.71636e-07,0,-8.37721e-09,-2.11202e-09,0,0.00052,0.0659629,0.078863,0.00206162,0.00420477,0.00138707,3.7231e-06
28,1,4.36881e-06,5.84012e-07,0,-6.33837e-09,-7.35818e-10,0,0.00052,0.0842907,-0.129847,-0.00499027,0.00518749,0.00120657,-2.96738e-05
75,1,1.97571e-06,-6.01742e-07,0,-2.18919e-09,-2.4173e-10,0,0.00046,0.081764,-0.28986,-0.0040256,0.00571708,0.000407825,-3.73089e-05
34,1,3.57937e-06,-5.47788e-07,0,-7.19015e-09,-1.54054e-09,0,0.00052,-0.184866,0.165043,-0.00144879,0.00615415,0.001224,-1.66342e-05
54,1,4.38996e-06,8.39731e-07,0,-1.40057e-09,1.09986e-09,0,0.0005,0.0276305,0.0220481,-0.00841323,0.00669982,0.000439262,3.04549e-05
