"id","type","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
45,1,-3.77251e-08,7.46805e-08,0,-1.31946e-09,1.0821e-10,0,0.0005,0.00864622,-0.0434148,-6.63139e-05,0.000390424,0.000381703,-4.97566e-05
48,1,-2.61619e-07,1.73284e-07,0,-2.03481e-09,-9.68301e-10,0,0.0005,-0.0173036,0.037559,-0.000409041,0.00112444,0.000898361,1.99029e-05
83,1,-7.3207e-07,1.96442e-07,0,-2.09796e-09,-7.51332e-12,0,0.00046,-0.0129764,-0.0155621,-0.000742608,0.000248867,0.0012155,-1.5404e-05
19,1,-1.87857e-07,1.33681e-07,0,-1.78252e-09,4.93781e-10,0,0.00054,0.00660841,-0.0378295,0.000532416,0.00195266,0.000442131,-6.70462e-06
41,1,-2.30725e-07,2.89685e-07,0,-2.23278e-09,1.38639e-11,0,0.0005,-0.0386483,0.0232753,0.0007357,0.00261142,0.00107967,-3.72737e-05
90,1,-3.19591e-07,-1.23102e-07,0,-8.95617e-10,2.81826e-10,0,0.00044,0.0452344,-0.020556,0.000692439,0.00183027,0.0015028,3.54547e-05
89,1,-8.46287e-08,7.82054e-07,0,-2.00824e-09,7.95665e-10,0,0.00044,-0.0190384,-0.0854498,-0.00346775,0.00332312,0.001474,-1.5437e-06
29,1,-3.05954e-07,1.78566e-07,0,-9.31506e-10,1.31922e-10,0,0.00052,-0.00217702,0.216151,0.000451018,0.00475494,0.000412406,-1.24497e-05
4,1,-4.09121e-07,2.90049e-07,0,-3.0489e-09,9.2133e-10,0,0.00058,0.00694565,0.0197037,0.000595751,0.00353731,0.000533418,-1.32742e-05
27,1,-3.01274e-07,3.3313e-08,0,-3.31249e-09,-1.62236e-10,0,0.00052,0.0856249,0.086632,0.00127997,0.00420476,0.00138707,3.7231e-06
28,1,6.05091e-08,5.79985e-07,0,-1.69136e-09,1.38281e-09,0,0.00052,0.0490339,-0.13711,-0.00328596,0.00518748,0.00120657,-2.96738e-05
75,1,-3.36694e-07,7.80988e-08,0,-8.72626e-10,1.20092e-10,0,0.00046,0.0892321,-0.241401,-0.000180374,0.00571707,0.000407826,-3.73089e-05
34,1,-7.98291e-07,7.38469e-08,0,-3.55292e-09,-2.15337e-10,0,0.00052,-0.173937,0.170727,-0.00172785,0.00615414,0.001224,-1.66342e-05
54,1,1.04276e-06,1.16349e-06,0,3.98472e-11,1.76599e-09,0,0.0005,0.0318614,-0.0141855,-0.00256451,0.00669981,0.000439262,3.04549e-05
46,1,7.55251e-06,4.69261e-08,0,6.99732e-09,1.05767e-10,0,0.0005,-0.00673184,0.441733,-0.015982,0.00786326,0.000435072,4.04467e-05
68,1,4.95132e-06,-3.04578e-06,0,3.38517e-09,-2.39528e-09,0,0.00048,-0.218243,-0.162324,0.00296237,0.00728988,0.00116065,-2.23732e-05
42,1,4.91831e-06,1.39847e-06,0,4.26315e-09,1.64217e-10,0,0.0005,0.233126,-0.259608,0.00752778,0.0085908,0.00104664,5.09221e-06
74,1,5.01225e-06,1.07428e-06,0,2.98083e-09,3.99221e-10,0,0.00046,0.00400305,-0.00122983,-0.0123254,0.00921586,0.000374766,-1.20537e-05
52,1,5.33122e-06,9.9964e-07,0,6.17986e-09,-2.21382e-09,0,0.0005,0.0111892,0.0245417,0.00995681,0.0097766,0.00104511,3.91278e-05
60,1,3.06422e-06,1.15991e-06,0,4.58609e-09,4.1986e-10,0,0.00048,-0.0304187,-0.112722,-0.00717626,0.0107112,0.000389224,-3.28708e-05
6,1,1.91613e-06,2.99986e-06,0,5.70571e-09,1.36229e-09,0,0.00056,-0.0971169,0.00458634,0.000356522,0.0115268,0.00095971,3.75182e-05
91,1,2.19236e-06,1.64515e-06,0,1.7144e-09,-3.77755e-10,0,0.00044,0.0875059,0.0110311,-0.000258444,0.0106473,0.00120514,3.24564e-05
16,1,8.7163e-08,4.13098e-07,0,1.89191e-09,-4.76495e-10,0,0.00054,0.000629857,0.0561743,0.000740624,0.0123923,0.000468506,-2.76781e-05
3,1,1.58099e-06,1.0729e-06,0,7.0354e-09,-5.20517e-10,0,0.00058,0.0323032,-0.0103251,-0.00148145,0.0131263,0.00127485,-1.82355e-06
78,1,2.64917e-06,1.90718e-06,0,4.47555e-09,-4.18057e-10,0,0.00046,0.0947335,-0.0393896,-0.00197541,0.0121919,0.00165047,2.18197e-05
59,1,3.0624e-07,4.58408e-07,0,1.38381e-09,-4.2345e-10,0,0.00048,-0.00736466,-0.0694361,-0.000896659,0.0133416,0.000346433,-3.96086e-06
67,1,4.30745e-07,2.69784e-08,0,1.38036e-09,-4.13007e-10,0,0.00048,0.000944383,0.0160579,-0.000795254,0.0147695,0.000372673,1.3181e-05
71,1,8.00189e-07,1.10736e-07,0,2.60133e-09,-1.11024e-09,0,0.00048,-0.0670823,0.0233565,-0.00110232,0.0140454,0.000817219,-2.02466e-06
26,1,-2.07328e-08,3.20771e-07,0,4.66015e-09,-4.94393e-10,0,0.00052,0.00667922,0.00801494,-3.01184e-05,0.0150842,0.00122803,-4.92787e-05
10,1,-1.24852e-07,7.13544e-08,0,2.66781e-09,-1.45041e-09,0,0.00056,-0.00182435,-0.011205,0.000275773,0.0158012,0.000456963,-2.65834e-05
33,1,-2.52804e-07,4.43691e-08,0,4.67827e-09,-2.69164e-09,0,0.00052,0.0161185,0.0347208,0.000236365,0.0162234,0.00131605,-4.32784e-06
53,1,-1.0836e-06,8.78897e-08,0,7.91654e-10,3.98423e-10,0,0.0005,0.000442149,0.049894,0.00230996,0.0174882,0.000437113,-4.85386e-05
15,1,-3.42909e-07,-2.49417e-07,0,3.05508e-09,-2.48901e-10,0,0.00054,0.0304224,0.00170531,0.000298396,0.0180192,0.00123616,1.95463e-05
14,1,1.98072e-07,-8.43466e-09,0,1.28554e-09,1.36848e-10,0,0.00054,-0.00131222,-0.0430635,-0.000596149,0.0185298,0.00044966,-7.12572e-06
72,1,-4.68791e-08,-1.23365e-07,0,1.67689e-10,-4.11479e-10,0,0.00048,-0.000555656,0.0470864,0.000240685,0.0194811,0.000403711,1.69816e-05
57,1,-1.40349e-07,-3.03733e-08,0,8.93027e-10,-1.28699e-11,0,0.0005,-0.022345,0.0152961,0.00060026,0.0191476,0.00124978,3.21045e-05
39,1,-4.29246e-07,7.49757e-08,0,-1.50042e-09,-3.48881e-10,0,0.0005,0.0120636,0.000663191,0.000307673,0.000968895,0.00178667,6.72355e-06
50,1,-2.32802e-07,5.11533e-07,0,-9.15056e-10,-1.47357e-10,0,0.0005,0.0233986,-0.00997144,0.000110318,4.82437e-05,0.0020449,-4.9345e-05
8,1,-5.19789e-07,2.30941e-07,0,-1.21587e-09,-6.40409e-10,0,0.00056,-0.0160384,0.018275,0.000533501,0.000771808,0.00273755,2.40593e-05
81,1,-5.0258e-07,7.49034e-08,0,-1.07333e-09,1.31218e-10,0,0.00046,-0.043398,-0.0112081,-0.000320023,0.00168408,0.00234447,1.72248e-05
69,1,-7.08864e-09,8.81644e-07,0,-2.11129e-09,1.30196e-09,0,0.00048,0.0199447,0.0514517,0.00228048,0.00256548,0.00204138,3.70504e-05
88,1,8.74128e-07,-1.02181e-06,0,9.44585e-11,-2.7166e-10,0,0.00044,-0.00297768,-0.0650023,-0.00191043,0.00223593,0.00296531,-4.19173e-06
9,1,-2.14183e-07,-4.75618e-07,0,-3.12028e-11,6.34011e-10,0,0.00056,0.00459537,0.0626631,0.00219106,0.00311757,0.00331097,-3.93388e-05
7,1,-4.28658e-07,1.14094e-06,0,-3.41474e-09,1.55047e-09,0,0.00056,-0.0110886,-0.0542404,-0.00105534,0.00354449,0.00233779,3.74342e-05
22,1,1.16216e-06,-6.69871e-07,0,-3.03559e-09,-7.14471e-10,0,0.00054,0.0252313,0.0283255,-0.00292823,0.004901,0.00209611,1.87838e-05
25,1,1.53513e-06,-1.85294e-06,0,-7.61261e-10,-5.5537e-10,0,0.00052,-0.0780932,0.00840566,-6.80124e-05,0.00435551,0.00289148,-4.25165e-05
65,1,1.85977e-06,2.09773e-06,0,-8.36286e-10,1.3808e-09,0,0.00048,0.155081,-0.0430005,0.0027747,0.00583899,0.00211872,-2.11042e-05
13,1,9.53431e-07,9.93515e-07,0,-1.98991e-09,9.63481e-10,0,0.00054,-0.23555,-0.0354624,0.00138636,0.00637728,0.00290519,-2.03403e-05
58,1,1.59576e-06,-5.8409e-07,0,-6.58259e-10,-1.02837e-09,0,0.0005,-0.0540192,-0.0248127,0.00150532,0.00534851,0.0029342,-3.26099e-05
24,1,7.47773e-07,-6.68472e-06,0,-3.05364e-09,-8.47095e-09,0,0.00052,0.348397,-0.0832958,-0.00627658,0.00677367,0.00195005,2.94528e-05
