0.2001,-8.94389e-06,4.82742e-05,0.000270605,0.000423861,0.00052115,0.000560154,0.000599044,0.000674784,0.000653539,0.000672415,0.000662857,0.000652321,0.000635986,0.000623604,0.000606082,0.000586041,0.000560901,0.000546538,0.00052858,0.000510753
0.200105,-5.36901e-06,-1.74519e-05,-3.35115e-05,-4.55127e-05,-6.15961e-05,-8.40109e-05,-0.000101598,-0.000102796,-0.000172622,-0.000197253,-0.000219622,-0.000241506,-0.000266244,-0.000293721,-0.000319471,-0.000351803,-0.000396184,-0.000419953,-0.000451911,-0.000481243
0.20011,-3.5297e-05,-0.000122162,-0.000232201,-0.000288185,-0.000348625,-0.000406766,-0.000449582,-0.000524771,-0.000532965,-0.000551483,-0.000563381,-0.000569229,-0.000572362,-0.000572627,-0.000570136,-0.000562371,-0.0005517,-0.000541259,-0.00052452,-0.000510557
0.200115,-1.68987e-05,-5.80848e-05,-0.000111391,-0.000139039,-0.000176924,-0.000214858,-0.000244756,-0.000318068,-0.000314313,-0.000341177,-0.000360165,-0.000374613,-0.000390728,-0.000404846,-0.00041788,-0.000433615,-0.000451128,-0.000463409,-0.000477594,-0.000491049
0.20012,-2.96434e-06,-1.26434e-05,-2.73084e-05,-3.4024e-05,-4.35359e-05,-6.32276e-05,-8.02926e-05,-7.09473e-05,-0.000122898,-0.000157988,-0.000179431,-0.000198001,-0.000220322,-0.000248893,-0.000275854,-0.000311435,-0.000372627,-0.00040155,-0.000436884,-0.000475226
0.200125,-7.93436e-06,-2.77002e-05,-5.368e-05,-6.77191e-05,-8.74448e-05,-0.000114763,-0.000136804,-0.000119853,-0.000184142,-0.000220863,-0.000240224,-0.000256503,-0.000275782,-0.00029931,-0.00032132,-0.000350099,-0.000398642,-0.000421812,-0.000449672,-0.000480082
0.20013,-1.76429e-05,-6.05307e-05,-0.00011634,-0.000145614,-0.000182773,-0.000224289,-0.000255485,-0.000310524,-0.000315462,-0.000354289,-0.000371372,-0.000383889,-0.000398333,-0.000412195,-0.000424468,-0.000438774,-0.000459879,-0.000469771,-0.000480594,-0.000492344
0.200135,-1.87453e-05,-6.47069e-05,-0.000123985,-0.000155222,-0.000195098,-0.000236681,-0.000268162,-0.000347534,-0.000330309,-0.000368391,-0.00038479,-0.000396864,-0.000410596,-0.00042302,-0.000434023,-0.000446749,-0.000465354,-0.000473978,-0.00048342,-0.000493445
0.20014,-1.31828e-05,-4.56601e-05,-9.00257e-05,-0.000113287,-0.000143381,-0.000177737,-0.000204617,-0.000234157,-0.000258852,-0.000296639,-0.000314501,-0.00032864,-0.000345885,-0.000363769,-0.000380194,-0.000400677,-0.000433093,-0.000448351,-0.00046692,-0.000486938
0.200145,-9.94931e-06,-3.48124e-05,-6.9023e-05,-8.77767e-05,-0.00011122,-0.000142833,-0.000167796,-0.000194614,-0.000218045,-0.000254933,-0.00027328,-0.000288024,-0.000307109,-0.000328695,-0.000348403,-0.00037346,-0.00041554,-0.00043472,-0.00045771,-0.00048339
0.20015,-1.17431e-05,-4.09322e-05,-8.08367e-05,-0.00010254,-0.000129225,-0.000163056,-0.000189353,-0.000217621,-0.000242076,-0.000279117,-0.00029701,-0.000311265,-0.000329258,-0.000348906,-0.000366767,-0.000389228,-0.000425648,-0.00044274,-0.000463046,-0.00048542
0.200155,-1.46438e-05,-5.09333e-05,-0.000100114,-0.000126604,-0.000158249,-0.000195463,-0.000224068,-0.00025435,-0.000280496,-0.000317811,-0.000335293,-0.000348755,-0.000365081,-0.000381488,-0.000396293,-0.000414323,-0.000442067,-0.000455508,-0.000471531,-0.000488682
0.20016,-1.45755e-05,-5.02381e-05,-9.47826e-05,-0.000118692,-0.00014967,-0.000186021,-0.000214528,-0.000245472,-0.000272071,-0.000310444,-0.000328847,-0.000342804,-0.000360046,-0.000376547,-0.000391576,-0.000410072,-0.000438153,-0.000452204,-0.00046981,-0.000487942
0.200165,-1.29291e-05,-4.37019e-05,-8.25813e-05,-0.000103425,-0.000130159,-0.000162338,-0.000188049,-0.000217496,-0.000243154,-0.000281723,-0.000300898,-0.000315516,-0.000334331,-0.00035238,-0.000369143,-0.000390654,-0.000424345,-0.000441072,-0.000462967,-0.000485243
0.20017,-1.35382e-05,-4.5557e-05,-8.70944e-05,-0.000110277,-0.000139409,-0.000174663,-0.000202646,-0.000233775,-0.000259847,-0.000298142,-0.000316387,-0.000330162,-0.000347795,-0.000365123,-0.000380768,-0.000400988,-0.000433183,-0.000448108,-0.000467342,-0.000487096
0.200175,-1.44119e-05,-4.80518e-05,-9.28141e-05,-0.000118537,-0.000149938,-0.000187083,-0.00021607,-0.000248231,-0.000274619,-0.000311806,-0.00032909,-0.000342002,-0.000358505,-0.000374965,-0.000389664,-0.000408292,-0.000439377,-0.000452727,-0.000470852,-0.000488471
0.20018,-1.36739e-05,-4.58425e-05,-9.06896e-05,-0.000115607,-0.000148394,-0.000184846,-0.000212068,-0.000243533,-0.000268302,-0.000306084,-0.00032265,-0.000335975,-0.000353648,-0.000370699,-0.000386138,-0.000405651,-0.000438372,-0.000451727,-0.00047098,-0.000488736
